"","X","address","city_or_county","date","incident_url","latitude","longitude","n_injured","n_killed"
"3794",1708,"Eden Place","Oxford","2016-08-10","http://www.gunviolencearchive.org/incident/627405",33.5963,-85.8978,1,1
"3795",1800,"Sayre Rd","Dora","2016-08-11","http://www.gunviolencearchive.org/incident/626909",33.719,-86.9961,1,0
"3796",1829,"Chisholm Road","Florence","2016-08-11","http://www.gunviolencearchive.org/incident/626907",NA,NA,1,0
"3797",1858,"7500 block of 20th Avenue East","Tuscaloosa","2016-08-11","http://www.gunviolencearchive.org/incident/626902",33.1558,-87.512,0,2
"3798",1861,"4300 block of Irondale Drive","Huntsville","2016-08-11","http://www.gunviolencearchive.org/incident/629140",34.7802,-86.6117,0,0
"3799",1863,"Hillside Road","Decatur","2016-08-11","http://www.gunviolencearchive.org/incident/629146",34.5904,-86.991,0,0
"3800",1865,"Wenonah Park Place","Birmingham","2016-08-11","http://www.gunviolencearchive.org/incident/629153",33.4475,-86.886,1,0
"3801",1999,"500 block of Houston Street","Mobile","2016-08-12","http://www.gunviolencearchive.org/incident/630255",30.6732,-88.0814,0,0
"3802",2045,"","Irvington","2016-08-12","http://www.gunviolencearchive.org/incident/629159",30.4779,-88.2316,0,0
"3803",2084,"1100 block of Grand Avenue","Muscle Shoals","2016-08-12","http://www.gunviolencearchive.org/incident/629151",34.7497,-87.6546,0,1
"3804",2219,"6800 block of Division Avenue","Birmingham","2016-08-13","http://www.gunviolencearchive.org/incident/629168",33.5512,-86.7374,1,0
"3805",2258,"7700 block of 4th Avenue South","Birmingham","2016-08-13","http://www.gunviolencearchive.org/incident/629170",33.5117,-86.7965,0,1
"3806",2357,"St. Michael Street and Claiborne Street","Mobile","2016-08-14","http://www.gunviolencearchive.org/incident/630259",30.6922,-88.0463,1,0
"3807",2368,"4300 block of 12th Avenue","Birmingham","2016-08-14","http://www.gunviolencearchive.org/incident/629461",33.5237,-86.8424,2,0
"3808",2546,"St. James and Seay Streets","Montgomery","2016-08-15","http://www.gunviolencearchive.org/incident/631845",32.3691,-86.2945,0,0
"3809",2567,"1st Ave North","Birmingham","2016-08-15","http://www.gunviolencearchive.org/incident/633413",33.5311,-86.7704,0,0
"3810",2715,"2100 block of 31st Avenue North","Birmingham","2016-08-16","http://www.gunviolencearchive.org/incident/633405",33.551,-86.8255,1,1
"3811",2719,"Sherry Dr","Mobile","2016-08-16","http://www.gunviolencearchive.org/incident/888428",30.7603,-88.1917,1,0
"3812",2781,"10th Ave.","Huntsville","2016-08-16","http://www.gunviolencearchive.org/incident/631846",34.7147,-86.6057,0,0
"3813",2782,"4815 Reichhold Road","Tuscaloosa","2016-08-16","http://www.gunviolencearchive.org/incident/631849",33.2401,-87.4745,0,1
"3814",2871,"600 block of Carraway Boulevard","Birmingham","2016-08-17","http://www.gunviolencearchive.org/incident/633403",33.5233,-86.8008,0,1
"3815",2942,"Bessemer Super Highway","Birmingham (Midfield)","2016-08-17","http://www.gunviolencearchive.org/incident/633421",33.4466,-86.9285,0,1
"3816",2987,"Forestdale Boulevard","Jefferson (county)","2016-08-17","http://www.gunviolencearchive.org/incident/633392",33.5657,-86.8964,0,0
"3817",3017,"North Crown Street","Florence","2016-08-18","http://www.gunviolencearchive.org/incident/632709",34.8239,-87.6331,1,0
"3818",3042,"West Montgomery Road","Tuskegee","2016-08-18","http://www.gunviolencearchive.org/incident/633527",NA,NA,1,1
"3819",3058,"3400 block of Gilmer Court","Montgomery","2016-08-18","http://www.gunviolencearchive.org/incident/633424",32.3437,-86.3032,0,1
"3820",3113,"Sea Warrior Road","Choctaw (county)","2016-08-18","http://www.gunviolencearchive.org/incident/635001",31.7234,-88.2001,0,1
"3821",3175,"121 Marella Court","Dothan","2016-08-18","http://www.gunviolencearchive.org/incident/633395",31.2117,-85.4,0,0
"3822",3176,"Wilson Boulevard and Tim Street","Russellville","2016-08-18","http://www.gunviolencearchive.org/incident/633399",34.5319,-87.724,0,1
"3823",3273,"200 block of Saturn Lane","Jefferson (county)","2016-08-19","http://www.gunviolencearchive.org/incident/635870",33.671,-86.688,1,0
"3824",3297,"6500 block of Todd Acres Drive","Theodore","2016-08-19","http://www.gunviolencearchive.org/incident/638353",30.557,-88.1636,0,0
"3825",3352,"Jim Platt Road","Citronelle","2016-08-20","http://www.gunviolencearchive.org/incident/634819",31.05,-88.3088,0,5
"3826",3439,"","Jefferson (county)","2016-08-20","http://www.gunviolencearchive.org/incident/831253",33.6362,-86.6908,0,0
"3827",3535,"24819 US-31","Jemison","2016-08-21","http://www.gunviolencearchive.org/incident/635422",32.9606,-86.7449,1,0
"3828",3679,"I-85","Montgomery","2016-08-21","http://www.gunviolencearchive.org/incident/635647",32.3617,-86.1876,0,0
"3829",3731,"1007 Danville Road Southwest","Decatur","2016-08-21","http://www.gunviolencearchive.org/incident/635073",34.5926,-86.9994,1,1
"3830",3822,"Academy Court","Bessemer","2016-08-22","http://www.gunviolencearchive.org/incident/635861",33.3675,-87.0069,0,0
"3831",3823,"1121 Huffman Road","Birmingham","2016-08-22","http://www.gunviolencearchive.org/incident/636369",33.6123,-86.6874,0,1
"3832",3824,"2349 Forestdale Boulevard","Birmingham","2016-08-22","http://www.gunviolencearchive.org/incident/636424",33.58,-86.9159,1,0
"3833",3919,"14th Street","Phenix City","2016-08-22","http://www.gunviolencearchive.org/incident/635645",32.4736,-85.0219,1,0
"3834",3952,"Richard Arrington Boulevard","Birmingham","2016-08-23","http://www.gunviolencearchive.org/incident/636925",33.5078,-86.7993,1,0
"3835",4045,"Green Valley Road","Gadsden (Glencoe)","2016-08-23","http://www.gunviolencearchive.org/incident/639089",33.9086,-85.9803,1,0
"3836",4054,"Hampton Park Dr","Birmingham (Hoover)","2016-08-23","http://www.gunviolencearchive.org/incident/637890",33.3781,-86.7952,1,0
"3837",4156,"East Harmon Drive and Veterans Boulevard","Auburn","2016-08-24","http://www.gunviolencearchive.org/incident/640111",32.5658,-85.4961,0,0
"3838",4182,"","Demopolis","2016-08-24","http://www.gunviolencearchive.org/incident/793528",32.491,-87.8487,0,0
"3839",4278,"505 East Sanderfer Road","Athens","2016-08-25","http://www.gunviolencearchive.org/incident/638905",34.7747,-86.9607,0,0
"3840",4330,"2519 U.S. Highway 80 West","Selma","2016-08-25","http://www.gunviolencearchive.org/incident/640918",32.4339,-87.0636,0,0
"3841",4382,"Old Madison Pike","Huntsville","2016-08-25","http://www.gunviolencearchive.org/incident/639079",34.7133,-86.6842,1,0
"3842",4384,"County Road 1294","Cullman (county)","2016-08-25","http://www.gunviolencearchive.org/incident/639093",34.2293,-86.8743,1,0
"3843",4385,"","Cullman (Good Hope)","2016-08-25","http://www.gunviolencearchive.org/incident/639096",34.1637,-86.8071,0,0
"3844",4402,"Cresta Circle","Montgomery","2016-08-25","http://www.gunviolencearchive.org/incident/640915",32.334,-86.355,1,0
"3845",4437,"Green Acres Drive","Huntsville","2016-08-26","http://www.gunviolencearchive.org/incident/639084",34.7254,-86.629,1,0
"3846",4441,"County Road 386","DeKalb (county)","2016-08-26","http://www.gunviolencearchive.org/incident/642274",34.2375,-86.0956,1,0
"3847",4471,"8995 Madison Blvd","Madison","2016-08-26","http://www.gunviolencearchive.org/incident/639082",34.6755,-86.754,1,0
"3848",4490,"Ninth Ct S","Birmingham","2016-08-26","http://www.gunviolencearchive.org/incident/640923",33.5051,-86.7922,0,1
"3849",4565,"100 block of Lee Rd 361","Valley","2016-08-26","http://www.gunviolencearchive.org/incident/640118",32.6963,-85.1741,0,1
"3850",4576,"100 block of Morland Pointe","Huntsville","2016-08-26","http://www.gunviolencearchive.org/incident/640115",34.6648,-86.7267,0,1
"3851",4624,"Highway 83","Franklin (county)","2016-08-27","http://www.gunviolencearchive.org/incident/644955",34.554,-87.9439,0,0
"3852",4727,"3810 7th Ave","Bessemer (Brighton)","2016-08-27","http://www.gunviolencearchive.org/incident/640500",33.4414,-86.951,6,1
"3853",4818,"1300 block of Cloverdale Ave","Morgan (county)","2016-08-28","http://www.gunviolencearchive.org/incident/642216",34.5874,-87.0067,1,0
"3854",4851,"512 E Columbus St","Dadeville","2016-08-28","http://www.gunviolencearchive.org/incident/640861",32.8307,-85.7612,5,0
"3855",4894,"800 block of N Gay St","Auburn","2016-08-28","http://www.gunviolencearchive.org/incident/641814",32.6225,-85.4797,2,0
"3856",5071,"","Ozark","2016-08-29","http://www.gunviolencearchive.org/incident/647620",31.447,-85.632,0,0
"3857",5219,"US-78","Anniston","2016-08-30","http://www.gunviolencearchive.org/incident/644952",33.6148,-85.7862,0,0
"3858",5345,"Jefferson Avenue SW and Mims Street","Birmingham","2016-08-30","http://www.gunviolencearchive.org/incident/645166",33.4794,-86.8638,0,0
"3859",5430,"Lee Road 401 and Lee Road 170","Lee (county)","2016-08-31","http://www.gunviolencearchive.org/incident/646395",32.5106,-85.2728,0,1
"3860",5468,"Lee Road 401 and Lee Road 170","Salem","2016-08-31","http://www.gunviolencearchive.org/incident/646207",32.5106,-85.2728,0,1
"3861",5526,"2500 Barney Terrace NW","Huntsville","2016-08-31","http://www.gunviolencearchive.org/incident/644691",34.7572,-86.6336,0,0
"3862",4,"59th Street North","Birmingham","2017-05-01","http://www.gunviolencearchive.org/incident/832965",NA,NA,1,0
"3863",12,"3300 block of 15th Court North","Birmingham","2017-05-01","http://www.gunviolencearchive.org/incident/833868",NA,NA,0,1
"3864",19,"Meridian Street and Winchester Road","Huntsville","2017-05-01","http://www.gunviolencearchive.org/incident/834775",NA,NA,1,0
"3865",21,"1700 block of Davis Avenue","Birmingham","2017-05-01","http://www.gunviolencearchive.org/incident/834781",NA,NA,1,0
"3866",51,"300 block of Blocker Street","Huntsville","2017-05-01","http://www.gunviolencearchive.org/incident/834314",NA,NA,1,0
"3867",53,"County Road 114","Fort Payne","2017-05-01","http://www.gunviolencearchive.org/incident/844003",NA,NA,1,0
"3868",56,"4017 McInnis Rd","Montgomery","2017-05-01","http://www.gunviolencearchive.org/incident/833234",NA,NA,0,0
"3869",155,"3424 South Court Street","Montgomery","2017-05-01","http://www.gunviolencearchive.org/incident/833493",NA,NA,0,1
"3870",287,"100 block of Fourth Court West","Birmingham","2017-05-02","http://www.gunviolencearchive.org/incident/834317",NA,NA,1,0
"3871",288,"4000 block of Governor Drive","Montgomery","2017-05-02","http://www.gunviolencearchive.org/incident/834332",NA,NA,0,0
"3872",302,"Highway 157","Moulton","2017-05-02","http://www.gunviolencearchive.org/incident/834326",NA,NA,2,0
"3873",308,"Patton Road and Broyles Avenue","Huntsville","2017-05-02","http://www.gunviolencearchive.org/incident/834777",NA,NA,1,0
"3874",314,"Grant Street","Mobile","2017-05-02","http://www.gunviolencearchive.org/incident/836569",NA,NA,0,0
"3875",333,"1300 Alabama Avenue","Selma","2017-05-02","http://www.gunviolencearchive.org/incident/834319",NA,NA,0,0
"3876",355,"3010 AL-136","Monroeville","2017-05-03","http://www.gunviolencearchive.org/incident/835862",NA,NA,0,0
"3877",557,"Pearson Ave","Birmingham","2017-05-04","http://www.gunviolencearchive.org/incident/838083",NA,NA,1,0
"3878",620,"Prairie Street","Union Springs","2017-05-04","http://www.gunviolencearchive.org/incident/836616",NA,NA,1,0
"3879",706,"1600 block of Tremont Street","Selma","2017-05-05","http://www.gunviolencearchive.org/incident/838077",NA,NA,0,1
"3880",835,"CR 67","Macon (county)","2017-05-06","http://www.gunviolencearchive.org/incident/837589",NA,NA,0,1
"3881",885,"413 29th Place","Tuscaloosa","2017-05-06","http://www.gunviolencearchive.org/incident/839451",NA,NA,1,1
"3882",939,"","Chilton (county)","2017-05-06","http://www.gunviolencearchive.org/incident/837984",NA,NA,1,0
"3883",1028,"13th Street and 11th Avenue","Phenix City","2017-05-07","http://www.gunviolencearchive.org/incident/838263",NA,NA,0,1
"3884",1088,"921 19th St N","Bessemer","2017-05-07","http://www.gunviolencearchive.org/incident/838075",NA,NA,1,0
"3885",1105,"600 block of Paul W. Bryant Drive","Tuscaloosa","2017-05-07","http://www.gunviolencearchive.org/incident/837987",NA,NA,0,1
"3886",1106,"I 65 Service Road","Mobile","2017-05-07","http://www.gunviolencearchive.org/incident/838777",NA,NA,1,0
"3887",1114,"1900 block of E Bend Cir","Birmingham (Center Point)","2017-05-07","http://www.gunviolencearchive.org/incident/850814",NA,NA,0,0
"3888",1188,"Wall Triana Hwy","Madison","2017-05-07","http://www.gunviolencearchive.org/incident/838073",NA,NA,1,0
"3889",1207,"1400 block of Hugh Denman Drive","Birmingham","2017-05-08","http://www.gunviolencearchive.org/incident/838780",NA,NA,1,0
"3890",1225,"45th Place North and 8th Court North","Birmingham","2017-05-08","http://www.gunviolencearchive.org/incident/839251",NA,NA,0,1
"3891",1265,"471 Western Hills Drive South","Semmes","2017-05-08","http://www.gunviolencearchive.org/incident/839055",NA,NA,1,0
"3892",1328,"","Anniston","2017-05-08","http://www.gunviolencearchive.org/incident/844912",NA,NA,0,0
"3893",1501,"St Nicholas Dr","Eight Mile","2017-05-09","http://www.gunviolencearchive.org/incident/841428",NA,NA,0,0
"3894",1527,"5601 Highway 31 S","Hartselle","2017-05-09","http://www.gunviolencearchive.org/incident/839459",NA,NA,0,1
"3895",1528,"600 Earline Circle","Birmingham","2017-05-09","http://www.gunviolencearchive.org/incident/839455",NA,NA,0,1
"3896",1534,"700 block of Bay Rd","Mobile","2017-05-09","http://www.gunviolencearchive.org/incident/840722",NA,NA,0,1
"3897",1593,"2600 block of Brett Road","Huntsville","2017-05-10","http://www.gunviolencearchive.org/incident/840090",NA,NA,2,0
"3898",1665,"3100 block of 31st Avenue North","Birmingham","2017-05-10","http://www.gunviolencearchive.org/incident/840171",NA,NA,0,1
"3899",1695,"George Johnson Rd","Boaz","2017-05-10","http://www.gunviolencearchive.org/incident/842211",NA,NA,0,0
"3900",1718,"5621 AL-69","Tuscaloosa","2017-05-10","http://www.gunviolencearchive.org/incident/840635",NA,NA,1,0
"3901",1744,"1100 block of North Gap Loop","Montgomery","2017-05-10","http://www.gunviolencearchive.org/incident/840851",NA,NA,0,1
"3902",1746,"22445 AL-22","Safford","2017-05-10","http://www.gunviolencearchive.org/incident/846386",NA,NA,0,0
"3903",1763,"Woodrow Avenue","Selma","2017-05-11","http://www.gunviolencearchive.org/incident/844006",NA,NA,0,1
"3904",1798,"900 block of West South Boulevard","Montgomery","2017-05-11","http://www.gunviolencearchive.org/incident/841155",NA,NA,1,0
"3905",1933,"1700 block of County Road 24","Daleville (Level Plains)","2017-05-12","http://www.gunviolencearchive.org/incident/843056",NA,NA,0,1
"3906",2006,"Hwy 31 and Hwy 36","Hartselle","2017-05-12","http://www.gunviolencearchive.org/incident/842096",NA,NA,0,0
"3907",2008,"7400 Block of Old Pascagoula Rd","Mobile","2017-05-12","http://www.gunviolencearchive.org/incident/844986",NA,NA,0,0
"3908",2047,"2200 block of Woodley Square West","Montgomery","2017-05-12","http://www.gunviolencearchive.org/incident/843054",NA,NA,0,1
"3909",2062,"I-10","Robertsdale","2017-05-12","http://www.gunviolencearchive.org/incident/842262",NA,NA,0,1
"3910",2124,"","Goodwater","2017-05-13","http://www.gunviolencearchive.org/incident/844008",NA,NA,0,1
"3911",2206,"100 block of W Patton Avenue","Montgomery","2017-05-13","http://www.gunviolencearchive.org/incident/843431",NA,NA,0,1
"3912",2213,"3000 block of Merrimac Drive","Montgomery","2017-05-13","http://www.gunviolencearchive.org/incident/846626",NA,NA,0,0
"3913",2215,"16707 Highway 180","Gulf Shores","2017-05-13","http://www.gunviolencearchive.org/incident/845713",NA,NA,0,0
"3914",2310,"4001 Pulaski Pike","Huntsville","2017-05-14","http://www.gunviolencearchive.org/incident/843446",NA,NA,2,0
"3915",2311,"2727 US-280","Birmingham (Mountain Brook)","2017-05-14","http://www.gunviolencearchive.org/incident/843452",NA,NA,0,0
"3916",2322,"3425 Boise Ave","Birmingham","2017-05-14","http://www.gunviolencearchive.org/incident/843654",NA,NA,0,1
"3917",2566,"1601 Knollwood Drive","Mobile","2017-05-15","http://www.gunviolencearchive.org/incident/844911",NA,NA,0,0
"3918",2635,"","Mobile (county)","2017-05-15","http://www.gunviolencearchive.org/incident/847073",NA,NA,0,0
"3919",2651,"2018 Jordan Lane","Huntsville","2017-05-15","http://www.gunviolencearchive.org/incident/843736",NA,NA,1,0
"3920",2721,"1700 block of W College St","Russellville","2017-05-16","http://www.gunviolencearchive.org/incident/844823",NA,NA,0,2
"3921",2785,"Spring Hill Avenue","Mobile","2017-05-16","http://www.gunviolencearchive.org/incident/847043",NA,NA,2,0
"3922",2808,"2909 Springhill Ave","Mobile","2017-05-16","http://www.gunviolencearchive.org/incident/846017",NA,NA,0,0
"3923",2811,"383 Cabana Blvd","Mobile","2017-05-16","http://www.gunviolencearchive.org/incident/846025",NA,NA,0,0
"3924",2929,"Bellefonte Road","Hollywood","2017-05-17","http://www.gunviolencearchive.org/incident/846352",NA,NA,0,0
"3925",2930,"","Huntsville","2017-05-17","http://www.gunviolencearchive.org/incident/846621",NA,NA,2,0
"3926",2973,"500 Block of Taylor St","Gadsden","2017-05-17","http://www.gunviolencearchive.org/incident/846031",NA,NA,0,1
"3927",3057,"2500 block of Fairfax Avenue","Bessemer","2017-05-18","http://www.gunviolencearchive.org/incident/847197",NA,NA,2,0
"3928",3146,"3500 block of Truman Avenue","Anniston","2017-05-18","http://www.gunviolencearchive.org/incident/847210",NA,NA,1,2
"3929",3183,"1000 block of Lomb Avenue","Birmingham","2017-05-18","http://www.gunviolencearchive.org/incident/846354",NA,NA,0,1
"3930",3221,"Jefferson Avenue","Birmingham","2017-05-19","http://www.gunviolencearchive.org/incident/847200",NA,NA,1,0
"3931",3277,"1567 E Dublin St","Mobile","2017-05-19","http://www.gunviolencearchive.org/incident/847208",NA,NA,0,0
"3932",3297,"2300 Block of Mud Creek Rd","Adger","2017-05-19","http://www.gunviolencearchive.org/incident/847392",NA,NA,0,0
"3933",3322,"600 block of James Street SW","Decatur","2017-05-19","http://www.gunviolencearchive.org/incident/848521",NA,NA,0,0
"3934",3363,"6655 Zeigler Blvd","Mobile","2017-05-19","http://www.gunviolencearchive.org/incident/847821",NA,NA,0,0
"3935",3399,"3250 Dauphin Street","Mobile","2017-05-20","http://www.gunviolencearchive.org/incident/850783",NA,NA,1,0
"3936",3402,"321 S Greeno Rd","Fairhope","2017-05-20","http://www.gunviolencearchive.org/incident/849484",NA,NA,0,0
